id,price
193573,837.43125
193574,2421.899329
193575,2289.122449
193576,840.3888889
193577,5802.415094
193578,730.5882353
193579,12518.09504
193580,2900.136364
193581,16496.4799
193582,1910.049383
193583,4815.5
193584,819.1648936
193585,6657.609375
193586,1645.981818
193587,530.6759259
193588,1806.676596
193589,1014.236842
193590,4274.121951
193591,8953.958333
193592,1902.446512
193593,584.1546763
193594,728.539749
193595,8193.285714
193596,5670.832479
193597,3629.024038
193598,588.7106918
193599,2163.807407
193600,2872.192308
193601,2406.252632
193602,521.0030769
193603,1506.275735
193604,762.255814
193605,6632.388889
193606,989.8093385
193607,473.7391304
193608,1542.242105
193609,3866.9375
193610,7328.745223
193611,13660.33465
193612,5939.930233
193613,656.518797
193614,946.3553719
193615,1775.604839
193616,1782.576271
193617,883.8461538
193618,4494.839416
193619,2367.318182
193620,13660.33465
193621,5802.415094
193622,650.9333333
193623,1764.588517
193624,5334.618182
193625,3712.871166
193626,4189.88
193627,4182.72103
193628,1340.19697
193629,1278.932927
193630,2920.8
193631,13092.6646
193632,805.4795918
193633,4963.074074
193634,481.9883721
193635,4622.76378
193636,2185.214286
193637,1506.275735
193638,574.7083333
193639,7295.259259
193640,8552.075269
193641,11977.77778
193642,4857.605351
193643,4107.7
193644,5506.729927
193645,1530.172414
193646,630.9093484
193647,4189.88
193648,1442.148936
193649,5350.617347
193650,1014.102273
193651,2028.798851
193652,1753.833333
193653,453.5434783
193654,6314.798995
193655,1851.097826
193656,3990.582375
193657,4191.848
193658,4834.708571
193659,885.3649425
193660,911.1193416
193661,3736.061453
193662,5515.835017
193663,484.3125
193664,5489.735178
193665,1621.438486
193666,6464.128866
193667,3432.07947
193668,1824.736402
193669,689.8686131
193670,4983.792857
193671,4834.708571
193672,686.5566667
193673,911.6512605
193674,1191.628319
193675,962.173913
193676,911.5308642
193677,13977.66667
193678,963.8719723
193679,11269.79021
193680,6657.609375
193681,3669.271605
193682,1656.599483
193683,1133.939394
193684,2324.772727
193685,1109.931034
193686,6758.22449
193687,9159.150862
193688,3220.939655
193689,14545.63772
193690,4189.88
193691,916.6257669
193692,1006.70202
193693,2243.415493
193694,629.0147059
193695,4668.90404
193696,648.4615385
193697,11160.76786
193698,761.3221477
193699,2043.323308
193700,915.7425743
193701,7643.346154
193702,16238.14286
193703,1343.106977
193704,761.3221477
193705,2699.664706
193706,9534.888889
193707,1340.19697
193708,4221.771552
193709,567.4166667
193710,495.0588235
193711,12518.09504
193712,3629.024038
193713,15191.66102
193714,615.2407407
193715,2452.458333
193716,5489.735178
193717,13123.25263
193718,842.8645161
193719,2243.415493
193720,5208.412281
193721,1420.05
193722,686.5566667
193723,14283.52174
193724,842.8645161
193725,1506.275735
193726,1458.1893
193727,5064.952381
193728,1790.497409
193729,3057.511628
193730,814.8921569
193731,3099.742574
193732,2402.306569
193733,465.2777778
193734,1598.192825
193735,5495.648
193736,4668.90404
193737,3009.150442
193738,2573.95
193739,689.8686131
193740,1329.657407
193741,3629.024038
193742,3096.173077
193743,778.9099099
193744,3990.166667
193745,4117.213953
193746,1528.425
193747,1694.53169
193748,1358.880814
193749,5802.415094
193750,2851.553719
193751,1034.125
193752,9915.085366
193753,1051.053571
193754,4189.88
193755,6314.798995
193756,629.0147059
193757,1321.881356
193758,2713.247191
193759,4622.76378
193760,4464.628319
193761,555.0679245
193762,5977.622881
193763,666.1904762
193764,885.3649425
193765,14727.98174
193766,867.7403846
193767,5838.235294
193768,685.195122
193769,777.7461538
193770,834.1891892
193771,744.3185841
193772,2418.629371
193773,942.9823529
193774,5506.729927
193775,737.443299
193776,11764.73077
193777,3164.876543
193778,10638.24167
193779,3645.472527
193780,2679.896552
193781,4184.046154
193782,575.6807692
193783,567.4166667
193784,2452.458333
193785,5573.746269
193786,7328.745223
193787,15717.7019
193788,737.4833948
193789,9692.564516
193790,1198.728571
193791,487.3414634
193792,2688.127273
193793,4234.955752
193794,7959.621053
193795,6527.88664
193796,15669.13571
193797,2402.306569
193798,2716.125
193799,999.5275591
193800,2390.675
193801,2982.819672
193802,3273.084337
193803,10724.97959
193804,756.4676259
193805,13593.66667
193806,1002.226131
193807,3363.805195
193808,4668.90404
193809,4738.566667
193810,1828.562914
193811,6094.452012
193812,2607.531915
193813,517.5
193814,4494.839416
193815,834.1891892
193816,3458.146341
193817,1828.562914
193818,2751
193819,566.4957983
193820,4376.616601
193821,7607.766667
193822,3344.916667
193823,5192.251337
193824,842.6555556
193825,5489.735178
193826,1058.792208
193827,519.9484536
193828,826.5333333
193829,646.9647059
193830,487.3414634
193831,911.6512605
193832,5670.832479
193833,983.4444444
193834,2290.306818
193835,4232.541436
193836,6941.801556
193837,1656.599483
193838,4834.708571
193839,3449
193840,1703.873786
193841,1043.589286
193842,2371.481675
193843,2056.692308
193844,7451.710526
193845,6863.733333
193846,4376.616601
193847,3419.597561
193848,3372.932432
193849,989.8093385
193850,668.1684211
193851,4675.780645
193852,9550.912281
193853,6378.035088
193854,7995.226148
193855,16624
193856,475.2268908
193857,13772.21101
193858,966.4642857
193859,14060.85185
193860,574.5
193861,1858.79798
193862,12518.09504
193863,4494.839416
193864,834.1891892
193865,866.7900552
193866,1271.285714
193867,537.2
193868,4586.604167
193869,2528.676113
193870,574.1755725
193871,2043.323308
193872,8241.307692
193873,7328.745223
193874,1856.864865
193875,900.2921348
193876,1286.700935
193877,1858.79798
193878,1054.666667
193879,8745.392157
193880,748.1288344
193881,2541.358491
193882,844.8014706
193883,7042.26
193884,1967.220339
193885,619.3130435
193886,1438.2
193887,1521.11215
193888,833.2115385
193889,1830.169014
193890,3990.582375
193891,3048.823529
193892,645.8387097
193893,1156.230769
193894,4857.605351
193895,886.9448276
193896,983.4444444
193897,2390.721311
193898,11552.57576
193899,5365.4375
193900,915.7425743
193901,4678.610092
193902,2808.721519
193903,10465.97015
193904,2208.804124
193905,1859.331169
193906,659.8728814
193907,1340.19697
193908,2847.779221
193909,676.1764706
193910,2406.252632
193911,550.9009434
193912,4464.628319
193913,2561.564516
193914,7641.349727
193915,5868.206897
193916,6421.268657
193917,4494.839416
193918,574.1755725
193919,5518.319728
193920,707.8780488
193921,481.9883721
193922,1668.801223
193923,871.5706806
193924,9442.821782
193925,1808.246914
193926,530.3908046
193927,2415.942529
193928,957.1538462
193929,1858.79798
193930,2656.354386
193931,6591.895323
193932,521.0030769
193933,1078.536585
193934,1133.939394
193935,840.3888889
193936,6941.801556
193937,7819.204082
193938,3344.916667
193939,1756
193940,1061.833333
193941,584.1546763
193942,14846.22222
193943,645.8387097
193944,2402.306569
193945,1282.826087
193946,1473.670732
193947,4857.605351
193948,6183.50303
193949,2402.333333
193950,844.8014706
193951,5123.828829
193952,12281.09091
193953,9442.821782
193954,879.6445896
193955,1060.903382
193956,670.83
193957,1019.911504
193958,701.268617
193959,3926.189474
193960,2680.581081
193961,1324.5
193962,1419.84058
193963,2112.371429
193964,15735.89744
193965,879.6445896
193966,4189.88
193967,3273.084337
193968,1052.094488
193969,1034.125
193970,837.43125
193971,12000.61029
193972,755.1025641
193973,3444.690909
193974,15717.7019
193975,6071.541667
193976,11065.78261
193977,812.6923077
193978,1270.811765
193979,7088.458484
193980,6891.310345
193981,6408.984127
193982,2416.772727
193983,1227.395349
193984,3315.826923
193985,3363.805195
193986,1051.053571
193987,2141.812227
193988,7641.017964
193989,3096.173077
193990,11126.52941
193991,830.1413613
193992,1528.425
193993,1621.438486
193994,879.6445896
193995,6194.617647
193996,911.6512605
193997,1446.571429
193998,10903.29091
193999,1976.074074
194000,3872.689119
194001,843.5277778
194002,1092.17037
194003,541.625
194004,3829.387755
194005,775.8699187
194006,780.9782609
194007,5515.835017
194008,6561.76
194009,7043.95
194010,501.0789474
194011,2196.709302
194012,648.7350427
194013,1550.318584
194014,2905.547368
194015,706.3157895
194016,6378.035088
194017,4622.76378
194018,1126.179775
194019,569.7857143
194020,1775.604839
194021,989.8093385
194022,957.1538462
194023,1198.551402
194024,8122.8
194025,728.539749
194026,2402.306569
194027,936.1282051
194028,4067.198653
194029,4675.780645
194030,794.103139
194031,16633.37143
194032,3686.964706
194033,963.8719723
194034,911.1193416
194035,924.8909091
194036,737.443299
194037,597.8441558
194038,880.8787879
194039,1621.189024
194040,5064.379085
194041,12267.21951
194042,4675.780645
194043,1061.833333
194044,3444.690909
194045,748.1288344
194046,5518.319728
194047,3057.511628
194048,3995.46875
194049,6561.76
194050,3931.78481
194051,8728.225352
194052,1959.808383
194053,3177.457944
194054,11249.18293
194055,1337.714286
194056,5294.60355
194057,8347.00813
194058,3449
194059,6079.764706
194060,3344.916667
194061,3785.204225
194062,816.2771084
194063,536.9545455
194064,5064.952381
194065,1360.14881
194066,856.2959184
194067,6183.50303
194068,10294.95238
194069,938.8484848
194070,6408.984127
194071,4145.5
194072,1824.736402
194073,5838.235294
194074,879.6445896
194075,5365.4375
194076,2528.676113
194077,15717.7019
194078,2861.765766
194079,612.2459016
194080,990.1466667
194081,814.8921569
194082,6941.801556
194083,5573.746269
194084,4818.043478
194085,4360.564263
194086,5868.206897
194087,834.1891892
194088,3736.061453
194089,4345.097686
194090,3792.345361
194091,531.1089109
194092,1730.655814
194093,856.6649215
194094,7295.259259
194095,7042.26
194096,4574.554545
194097,666.1904762
194098,5675.11236
194099,6828.308271
194100,15735.89744
194101,775.8699187
194102,10508.88372
194103,4834.708571
194104,630.9093484
194105,5456.79661
194106,11552.57576
194107,588.7106918
194108,7042.26
194109,549.2153846
194110,1343.106977
194111,9009.714286
194112,452.3959391
194113,785.4634146
194114,8109.615385
194115,10550.11031
194116,7088.458484
194117,999.5275591
194118,11552.57576
194119,797.9727273
194120,3078.166667
194121,6657.609375
194122,14771.94059
194123,12518.09504
194124,8391.228346
194125,7790.368421
194126,1018.3125
194127,2328.746067
194128,1088.696429
194129,4977.320896
194130,6430.342466
194131,517.5
194132,2243.415493
194133,657.6141176
194134,572.4565217
194135,475.2268908
194136,1775.604839
194137,6456.06544
194138,3962.230769
194139,4953.354839
194140,805.5833333
194141,5515.835017
194142,6314.798995
194143,13092.6646
194144,4586.604167
194145,2173.316327
194146,9731.482353
194147,15735.89744
194148,2478.123656
194149,1488.418919
194150,12459.94464
194151,960.56
194152,3133.818182
194153,8644.783394
194154,727.0364964
194155,4782.194444
194156,1806.676596
194157,6561.76
194158,4232.541436
194159,3099.742574
194160,5775.650943
194161,1064.520833
194162,833.2115385
194163,731.5357143
194164,1656.599483
194165,7641.017964
194166,603.0166667
194167,525.7717842
194168,1054.666667
194169,2240.8
194170,975.5021645
194171,1198.551402
194172,666.1904762
194173,14283.52174
194174,915.0093458
194175,656.518797
194176,1541.353659
194177,1694.53169
194178,12518.09504
194179,659.8728814
194180,775.8699187
194181,1808.246914
194182,8728.225352
194183,1782.576271
194184,795.61
194185,9539.028777
194186,1054.666667
194187,2961.387097
194188,1965.447368
194189,1654.197674
194190,2243.415493
194191,777.7461538
194192,5670.832479
194193,2056.692308
194194,563.961326
194195,946.3553719
194196,3990.582375
194197,805.5833333
194198,4857.605351
194199,5632.137931
194200,5005.326087
194201,879.6445896
194202,2207.045902
194203,990.1428571
194204,1089.909091
194205,3363.805195
194206,4545.547945
194207,712.955
194208,5192.251337
194209,2478.123656
194210,4182.72103
194211,3645.472527
194212,11552.57576
194213,3563.159292
194214,3363.805195
194215,892.3571429
194216,3318.861111
194217,5428.655914
194218,4794.841667
194219,963.8719723
194220,3598.647619
194221,4622.76378
194222,597.8441558
194223,6951.512821
194224,3484.658537
194225,8443.946108
194226,1109.931034
194227,3432.07947
194228,3689.816092
194229,837.43125
194230,1712.115385
194231,7995.226148
194232,3079.5
194233,706.0333333
194234,484.3125
194235,3221.318966
194236,902.971831
194237,574.5
194238,598.3082192
194239,2624.105263
194240,3712.871166
194241,6456.06544
194242,1149.474903
194243,4675.780645
194244,465.2777778
194245,3078.166667
194246,7457.725352
194247,452.3959391
194248,8336.91018
194249,1198.728571
194250,10010.41121
194251,12000.61029
194252,3712.871166
194253,1060.903382
194254,3566.168831
194255,566.4957983
194256,4669.584475
194257,4680.165899
194258,7688.563492
194259,2577.586777
194260,7688.563492
194261,805.4795918
194262,656.518797
194263,5064.379085
194264,963.8719723
194265,3962.230769
194266,4545.949807
194267,4574.554545
194268,7963.028169
194269,686.5566667
194270,9979.793103
194271,761.3221477
194272,397.0526316
194273,5450.196721
194274,14060.85185
194275,990.1542553
194276,356.4
194277,2570.4
194278,10354.42169
194279,16496.4799
194280,15717.7019
194281,6591.895323
194282,662.4
194283,805.5833333
194284,730.5882353
194285,2028.798851
194286,1274.721649
194287,4977.320896
194288,1430.824742
194289,1902.446512
194290,10938.46512
194291,700.1481481
194292,10010.41121
194293,14283.44796
194294,731.2547771
194295,869.6320755
194296,2088.803922
194297,1446.571429
194298,3318.861111
194299,728.539749
194300,3752.619048
194301,8443.946108
194302,2243.415493
194303,1636.971429
194304,1409.961538
194305,575.6807692
194306,642.9171598
194307,874.6727273
194308,1109.931034
194309,3843.636364
194310,3399.344828
194311,563.961326
194312,4464.628319
194313,16695.59124
194314,842.6555556
194315,706.0333333
194316,3669.271605
194317,989.8093385
194318,9009.714286
194319,778.9099099
194320,16695.59124
194321,769.8875
194322,795.61
194323,7163.708333
194324,5670.832479
194325,5283.605263
194326,2402.306569
194327,2242.434783
194328,7641.017964
194329,1656.599483
194330,990.1466667
194331,2577.586777
194332,4232.541436
194333,6464.128866
194334,914.8709677
194335,16624
194336,2243.415493
194337,1915.390625
194338,2328.746067
194339,5489.735178
194340,429.2244898
194341,8109.615385
194342,3389.181818
194343,15717.7019
194344,2142.25
194345,2888.591549
194346,1621.189024
194347,11269.79021
194348,3558.159091
194349,1090.551402
194350,2711.83432
194351,9159.150862
194352,819.1648936
194353,9915.085366
194354,3051.543478
194355,3259.438596
194356,2972.814516
194357,3566.168831
194358,727.0364964
194359,9458.75
194360,915.6493506
