id,Exited
165034,0.03832671791315079
165035,0.7058072686195374
165036,0.03374108672142029
165037,0.2971498370170593
165038,0.3641780614852905
165039,0.06854899972677231
165040,0.06224285438656807
165041,0.10144603252410889
165042,0.5955043435096741
165043,0.03124958835542202
165044,0.16446375846862793
165045,0.04723469167947769
165046,0.03370087221264839
165047,0.2411935031414032
165048,0.5863134860992432
165049,0.09135580062866211
165050,0.12636332213878632
165051,0.3242451250553131
165052,0.04320251941680908
165053,0.1670682579278946
165054,0.04341455549001694
165055,0.15639863908290863
165056,0.30964720249176025
165057,0.0737050324678421
165058,0.4843160808086395
165059,0.22107411921024323
165060,0.8120850920677185
165061,0.4633103609085083
165062,0.2063106745481491
165063,0.41632676124572754
165064,0.05431557074189186
165065,0.05989784002304077
165066,0.23616616427898407
165067,0.1883002519607544
165068,0.0641208216547966
165069,0.02186991460621357
165070,0.688438892364502
165071,0.05947718769311905
165072,0.19492460787296295
165073,0.8091330528259277
165074,0.4739476442337036
165075,0.219660222530365
165076,0.20660877227783203
165077,0.02062356472015381
165078,0.3152896463871002
165079,0.22427868843078613
165080,0.03308483585715294
165081,0.09371264278888702
165082,0.024247802793979645
165083,0.3840441405773163
165084,0.13058118522167206
165085,0.019525602459907532
165086,0.05189002305269241
165087,0.47814807295799255
165088,0.050385408103466034
165089,0.15536990761756897
165090,0.13710245490074158
165091,0.03895043954253197
165092,0.05064515024423599
165093,0.207729771733284
165094,0.03536652773618698
165095,0.11223296076059341
165096,0.33771535754203796
165097,0.22419105470180511
165098,0.052509743720293045
165099,0.03187566250562668
165100,0.7448039650917053
165101,0.18180763721466064
165102,0.14692308008670807
165103,0.053972721099853516
165104,0.2501704692840576
165105,0.45769786834716797
165106,0.37843456864356995
165107,0.13739770650863647
165108,0.06633063405752182
165109,0.33447393774986267
165110,0.12059354037046432
165111,0.08598075062036514
165112,0.10608506947755814
165113,0.045651212334632874
165114,0.0465150848031044
165115,0.047122273594141006
165116,0.40317511558532715
165117,0.09531868994235992
165118,0.37125352025032043
165119,0.136774480342865
165120,0.1604325920343399
165121,0.29655879735946655
165122,0.22714534401893616
165123,0.1290280520915985
165124,0.26393499970436096
165125,0.04078003019094467
165126,0.12394562363624573
165127,0.036968205124139786
165128,0.03127455338835716
165129,0.03170589357614517
165130,0.8298012018203735
165131,0.05756158009171486
165132,0.2520768642425537
165133,0.2158856838941574
165134,0.05388245731592178
165135,0.08388777822256088
165136,0.022446781396865845
165137,0.4382830262184143
165138,0.5800825953483582
165139,0.5302558541297913
165140,0.1385526806116104
165141,0.04080335423350334
165142,0.044691286981105804
165143,0.18225115537643433
165144,0.2564610540866852
165145,0.4930681586265564
165146,0.2097518891096115
165147,0.09076417982578278
165148,0.12184605002403259
165149,0.04945863410830498
165150,0.0424349345266819
165151,0.5856339931488037
165152,0.4868469834327698
165153,0.11232329905033112
165154,0.05492692440748215
165155,0.04223673790693283
165156,0.032473720610141754
165157,0.042329948395490646
165158,0.4321405589580536
165159,0.16831378638744354
165160,0.04985610023140907
165161,0.06279416382312775
165162,0.7295783758163452
165163,0.04660141095519066
165164,0.04148634523153305
165165,0.15555548667907715
165166,0.8391802906990051
165167,0.1448158472776413
165168,0.08475632965564728
165169,0.15939591825008392
165170,0.1424216628074646
165171,0.0630967989563942
165172,0.44280505180358887
165173,0.17371691763401031
165174,0.05585908517241478
165175,0.13164182007312775
165176,0.0503324419260025
165177,0.050598353147506714
165178,0.4056147038936615
165179,0.547142505645752
165180,0.06678462773561478
165181,0.786587655544281
165182,0.18661659955978394
165183,0.07820122689008713
165184,0.09979336708784103
165185,0.06786464899778366
165186,0.02808052860200405
165187,0.9086353778839111
165188,0.7886644005775452
165189,0.06412535905838013
165190,0.03633524850010872
165191,0.16874898970127106
165192,0.2590372562408447
165193,0.18551157414913177
165194,0.28405410051345825
165195,0.15766197443008423
165196,0.30611589550971985
165197,0.7045120000839233
165198,0.6061633229255676
165199,0.12593862414360046
165200,0.34430980682373047
165201,0.6188432574272156
165202,0.7628188133239746
165203,0.632193922996521
165204,0.45656487345695496
165205,0.05245595425367355
165206,0.2383306473493576
165207,0.19546635448932648
165208,0.08738765865564346
165209,0.22286385297775269
165210,0.3786503076553345
165211,0.8381544351577759
165212,0.13441920280456543
165213,0.0691264420747757
165214,0.7747029066085815
165215,0.38268300890922546
165216,0.07227275520563126
165217,0.024657392874360085
165218,0.019496481865644455
165219,0.6452783346176147
165220,0.35446587204933167
165221,0.1522856503725052
165222,0.18616525828838348
165223,0.11796625703573227
165224,0.08854063600301743
165225,0.7844660878181458
165226,0.7511168718338013
165227,0.25968626141548157
165228,0.19858276844024658
165229,0.34947118163108826
165230,0.8154742121696472
165231,0.03462996333837509
165232,0.012259024195373058
165233,0.06165459752082825
165234,0.2028229683637619
165235,0.030175041407346725
165236,0.5180110931396484
165237,0.02764263190329075
165238,0.16295012831687927
165239,0.056247953325510025
165240,0.025774521753191948
165241,0.03484654426574707
165242,0.31576913595199585
165243,0.06277372688055038
165244,0.6333863735198975
165245,0.033612821251153946
165246,0.10771244764328003
165247,0.04120095446705818
165248,0.09660635143518448
165249,0.2545616924762726
165250,0.06557095795869827
165251,0.032638296484947205
165252,0.3890793025493622
165253,0.274949848651886
165254,0.04495314508676529
165255,0.1635022759437561
165256,0.26735880970954895
165257,0.13034291565418243
165258,0.5547860264778137
165259,0.4053804576396942
165260,0.33955222368240356
165261,0.790518581867218
165262,0.5418354272842407
165263,0.03392985463142395
165264,0.09149406850337982
165265,0.06865636259317398
165266,0.026616757735610008
165267,0.3929404318332672
165268,0.19548927247524261
165269,0.6169697046279907
165270,0.3625396490097046
165271,0.05188722163438797
165272,0.8690338730812073
165273,0.09501060843467712
165274,0.14878280460834503
165275,0.2806012034416199
165276,0.22419767081737518
165277,0.35907384753227234
165278,0.8132143616676331
165279,0.21411839127540588
165280,0.0373692587018013
165281,0.04084467515349388
165282,0.1639607846736908
165283,0.02419460378587246
165284,0.3115282952785492
165285,0.15764018893241882
165286,0.1531238704919815
165287,0.05107787251472473
165288,0.04394415766000748
165289,0.06352134793996811
165290,0.06419452279806137
165291,0.0739421546459198
165292,0.15759383141994476
165293,0.5312458276748657
165294,0.030323266983032227
165295,0.21068504452705383
165296,0.11818067729473114
165297,0.06829821318387985
165298,0.0699317455291748
165299,0.07629815489053726
165300,0.5186920762062073
165301,0.11719907075166702
165302,0.43237072229385376
165303,0.14123155176639557
165304,0.025142531841993332
165305,0.014279725030064583
165306,0.08323322236537933
165307,0.20876720547676086
165308,0.03687069192528725
165309,0.25316476821899414
165310,0.14775681495666504
165311,0.1453343629837036
165312,0.7516008615493774
165313,0.05711225047707558
165314,0.057360485196113586
165315,0.16036753356456757
165316,0.17902855575084686
165317,0.020312372595071793
165318,0.6671562194824219
165319,0.24326929450035095
165320,0.07446157932281494
165321,0.19463655352592468
165322,0.14030519127845764
165323,0.09603505581617355
165324,0.11221140623092651
165325,0.2463092803955078
165326,0.43124932050704956
165327,0.19299572706222534
165328,0.15187549591064453
165329,0.05828756093978882
165330,0.15385322272777557
165331,0.09410552680492401
165332,0.5260846614837646
165333,0.06536057591438293
165334,0.018069343641400337
165335,0.05678066238760948
165336,0.1790177822113037
165337,0.21679604053497314
165338,0.2486073076725006
165339,0.23373615741729736
165340,0.15732137858867645
165341,0.053390033543109894
165342,0.06910553574562073
165343,0.017844710499048233
165344,0.1679464429616928
165345,0.11092150211334229
165346,0.857535719871521
165347,0.2807082533836365
165348,0.08000916987657547
165349,0.20687034726142883
165350,0.020633572712540627
165351,0.19951437413692474
165352,0.05924210697412491
165353,0.03438349813222885
165354,0.14851178228855133
165355,0.12101521342992783
165356,0.03917737677693367
165357,0.08307531476020813
165358,0.1884399652481079
165359,0.046450622379779816
165360,0.7007325887680054
165361,0.07334749400615692
165362,0.27560511231422424
165363,0.20783795416355133
165364,0.029099905863404274
165365,0.7087629437446594
165366,0.02104284055531025
165367,0.18897739052772522
165368,0.1597299575805664
165369,0.5550081729888916
165370,0.323321670293808
165371,0.02508428506553173
165372,0.1393907219171524
165373,0.05125461891293526
165374,0.6792452931404114
165375,0.06820183247327805
165376,0.045402705669403076
165377,0.031743817031383514
165378,0.22908470034599304
165379,0.1249934509396553
165380,0.24467545747756958
165381,0.07869447022676468
165382,0.017526542767882347
165383,0.051372136920690536
165384,0.0582442507147789
165385,0.34912967681884766
165386,0.6828140020370483
165387,0.0371105931699276
165388,0.2732577919960022
165389,0.1279875785112381
165390,0.5441336631774902
165391,0.01846334896981716
165392,0.07928653061389923
165393,0.16475006937980652
165394,0.1865444779396057
165395,0.03921840339899063
165396,0.03778885304927826
165397,0.05210064351558685
165398,0.48054617643356323
165399,0.08511665463447571
165400,0.10521367192268372
165401,0.1340991109609604
165402,0.3508078157901764
165403,0.052372150123119354
165404,0.13279889523983002
165405,0.27750715613365173
165406,0.10413558781147003
165407,0.1348648965358734
165408,0.2814156711101532
165409,0.02327609248459339
165410,0.04162432625889778
165411,0.045771583914756775
165412,0.06690650433301926
165413,0.0436614528298378
165414,0.1054503545165062
165415,0.12339098751544952
165416,0.7805041074752808
165417,0.02415492944419384
165418,0.03060772269964218
165419,0.7244051098823547
165420,0.06433666497468948
165421,0.443753182888031
165422,0.04110676795244217
165423,0.02685769647359848
165424,0.06090725213289261
165425,0.5077975988388062
165426,0.10613209009170532
165427,0.15269538760185242
165428,0.45609423518180847
165429,0.5123608708381653
165430,0.14480085670948029
165431,0.1206415519118309
165432,0.39796653389930725
165433,0.8362785577774048
165434,0.7067099809646606
165435,0.20115141570568085
165436,0.3526833653450012
165437,0.021792463958263397
165438,0.037037115544080734
165439,0.15419048070907593
165440,0.5006198883056641
165441,0.6730143427848816
165442,0.050266239792108536
165443,0.04661902040243149
165444,0.10261157155036926
165445,0.2007250189781189
165446,0.17101521790027618
165447,0.019425678998231888
165448,0.29699718952178955
165449,0.01867831125855446
165450,0.04229230433702469
165451,0.04861057177186012
165452,0.5505526065826416
165453,0.03583119064569473
165454,0.5182849764823914
165455,0.0655750185251236
165456,0.35349276661872864
165457,0.5964537262916565
165458,0.03210536018013954
165459,0.05647687613964081
165460,0.08643623441457748
165461,0.044624410569667816
165462,0.11654004454612732
165463,0.14769664406776428
165464,0.12495283037424088
165465,0.6880629062652588
165466,0.04244835674762726
165467,0.1087302565574646
165468,0.18636350333690643
165469,0.15365161001682281
165470,0.1071350947022438
165471,0.25138580799102783
165472,0.01930374465882778
165473,0.08006608486175537
165474,0.33603137731552124
165475,0.19148437678813934
165476,0.32733938097953796
165477,0.16060355305671692
165478,0.25211960077285767
165479,0.30214744806289673
165480,0.07047490030527115
165481,0.7320383787155151
165482,0.04220237582921982
165483,0.2183135449886322
165484,0.055768933147192
165485,0.2985144257545471
165486,0.18693414330482483
165487,0.16947895288467407
165488,0.04876969754695892
165489,0.06083419919013977
165490,0.07119006663560867
165491,0.09457015991210938
165492,0.20107552409172058
165493,0.2214958518743515
165494,0.05992778763175011
165495,0.5186511874198914
165496,0.052824847400188446
165497,0.24286653101444244
165498,0.11957892775535583
165499,0.03754417970776558
165500,0.033729188144207
165501,0.19021353125572205
165502,0.02623901516199112
165503,0.03063168190419674
165504,0.6513027548789978
165505,0.6179420351982117
165506,0.029080800712108612
165507,0.24739594757556915
165508,0.1478140950202942
165509,0.3198864459991455
165510,0.31865307688713074
165511,0.11095116287469864
165512,0.08224038034677505
165513,0.17219041287899017
165514,0.2999956011772156
165515,0.03377722576260567
165516,0.12130384892225266
165517,0.1413489431142807
165518,0.030433131381869316
165519,0.40611591935157776
165520,0.21399585902690887
165521,0.1342712640762329
165522,0.05330164358019829
165523,0.10837073624134064
165524,0.19330191612243652
165525,0.16985644400119781
165526,0.5881896018981934
165527,0.3858979046344757
165528,0.019773509353399277
165529,0.11824695020914078
165530,0.29938146471977234
165531,0.14429296553134918
165532,0.37613794207572937
165533,0.04037982225418091
165534,0.3328232765197754
165535,0.05287984013557434
165536,0.05162148177623749
165537,0.0775333121418953
165538,0.23729851841926575
165539,0.1623067706823349
165540,0.05727096647024155
165541,0.1869654357433319
165542,0.07122811675071716
165543,0.04180705174803734
165544,0.04328904673457146
165545,0.25504758954048157
165546,0.13581350445747375
165547,0.05390704795718193
165548,0.12445485591888428
165549,0.1523629128932953
165550,0.19143909215927124
165551,0.026973532512784004
165552,0.16635634005069733
165553,0.46812671422958374
165554,0.03354316204786301
165555,0.1570354551076889
165556,0.16805583238601685
165557,0.10455012321472168
165558,0.0298130065202713
165559,0.036162588745355606
165560,0.22333642840385437
165561,0.5806872844696045
165562,0.4268198013305664
165563,0.17657560110092163
165564,0.4527844786643982
165565,0.26290953159332275
165566,0.20580226182937622
165567,0.6783526539802551
165568,0.14266449213027954
165569,0.1802307665348053
165570,0.07354447990655899
165571,0.042181819677352905
165572,0.50846928358078
165573,0.09352758526802063
165574,0.12593987584114075
165575,0.2077869027853012
165576,0.021998994052410126
165577,0.047673095017671585
165578,0.785383939743042
165579,0.1680406928062439
165580,0.05066043138504028
165581,0.22458507120609283
165582,0.58048415184021
165583,0.1708417534828186
165584,0.06958270817995071
165585,0.5691536068916321
165586,0.30202266573905945
165587,0.044077854603528976
165588,0.49900513887405396
165589,0.2210685908794403
165590,0.45457160472869873
165591,0.49623793363571167
165592,0.04273004084825516
165593,0.026602350175380707
165594,0.062421202659606934
165595,0.22086575627326965
165596,0.06916108727455139
165597,0.045110687613487244
165598,0.15825852751731873
165599,0.296747088432312
165600,0.031095433980226517
165601,0.028532689437270164
165602,0.09041327238082886
165603,0.5310890674591064
165604,0.045987993478775024
165605,0.052790567278862
165606,0.16662608087062836
165607,0.41548648476600647
165608,0.20153412222862244
165609,0.3280144929885864
165610,0.13646969199180603
165611,0.1061970591545105
165612,0.04522727429866791
165613,0.4261960983276367
165614,0.3178021311759949
165615,0.4715157151222229
165616,0.09172261506319046
165617,0.18134519457817078
165618,0.5834448337554932
165619,0.6768237352371216
165620,0.22636263072490692
165621,0.03883535414934158
165622,0.058268751949071884
165623,0.020218852907419205
165624,0.040006138384342194
165625,0.3801364004611969
165626,0.08390869200229645
165627,0.14726558327674866
165628,0.03350834548473358
165629,0.5046355724334717
165630,0.25619959831237793
165631,0.032859500497579575
165632,0.12077051401138306
165633,0.047764964401721954
165634,0.01698070578277111
165635,0.175940603017807
165636,0.0971992015838623
165637,0.080583855509758
165638,0.11138640344142914
165639,0.13958293199539185
165640,0.40290799736976624
165641,0.04869304597377777
165642,0.06729397922754288
165643,0.34773218631744385
165644,0.014877792447805405
165645,0.22539761662483215
165646,0.02679288014769554
165647,0.01870078779757023
165648,0.6077139973640442
165649,0.040036629885435104
165650,0.5849505066871643
165651,0.0627572238445282
165652,0.10769107192754745
165653,0.22316668927669525
165654,0.05203956365585327
165655,0.08760633319616318
