id,yield
15289,4343.253550696556
15290,5858.386165967262
15291,7282.773949934047
15292,4750.974626757601
15293,3753.4389908592634
15294,5212.01109121669
15295,7320.43040027045
15296,6468.002071681064
15297,8329.113745360564
15298,4289.559501422037
15299,5807.857145137331
15300,5804.879253362542
15301,5643.815129547909
15302,5883.066429272087
15303,4963.493968878422
15304,4651.361910997703
15305,4779.895239894646
15306,6466.1365948838275
15307,4803.517775541097
15308,5839.895158203833
15309,6253.945045454783
15310,7368.140128196742
15311,5057.210450269502
15312,5349.438501171177
15313,6500.870864981046
15314,4934.013915713331
15315,4402.141412092629
15316,8048.976369733514
15317,5734.643622438853
15318,7878.282556790245
15319,8276.449323746729
15320,7052.586756318981
15321,6745.508678345556
15322,2986.5077639625033
15323,5858.736225490137
15324,2872.6368288231697
15325,6421.9429833758695
15326,6303.113201183622
15327,4215.123131721701
15328,7745.811318674408
15329,7463.625115149569
15330,5155.72765034717
15331,5970.254090070274
15332,6933.354462632232
15333,6411.176636434885
15334,5583.174877184292
15335,8072.394950654902
15336,4291.432262794411
15337,7655.160998078884
15338,6285.329589940575
15339,5540.9273994915375
15340,6860.158329658911
15341,5611.708365341832
15342,5042.190509558651
15343,6718.997876574003
15344,6176.224710824447
15345,4318.926932464943
15346,6240.203519282137
15347,6308.088807301952
15348,5263.517203828047
15349,6562.055261559517
15350,4595.6905765438
15351,6251.793648950068
15352,5777.740960109616
15353,6950.352187485627
15354,4365.735458733555
15355,4432.503540824856
15356,5953.067965635335
15357,6312.834865538568
15358,7007.359181914297
15359,4911.336913122033
15360,4218.6355270195345
15361,5596.282194863366
15362,6187.078056279531
15363,6753.1872061555605
15364,4753.5510724822625
15365,4407.058056129558
15366,4726.130435419907
15367,7575.7443712142
15368,4958.517279590274
15369,5601.277247585762
15370,6485.778294717285
15371,3016.659211927712
15372,4747.552503800011
15373,6255.005310858854
15374,5594.77013436863
15375,5551.272844023639
15376,5802.659520073482
15377,5592.530157280639
15378,4680.075553870515
15379,6118.4030424959265
15380,7288.452899044104
15381,6235.932471651791
15382,5812.834557931508
15383,7406.905115618327
15384,5415.703409458925
15385,3744.832411692036
15386,3676.2035690606835
15387,3679.4262844708237
15388,6762.428471427494
15389,6162.531622453603
15390,8154.396194818672
15391,6533.114746467515
15392,7244.834852874453
15393,5867.140460753193
15394,5966.632226505759
15395,5589.082420064809
15396,6874.991626743781
15397,6859.621740638321
15398,6008.660009459839
15399,5845.7780668399455
15400,4813.822721742441
15401,6253.84948290414
15402,6258.472746491318
15403,6286.380485681228
15404,7252.109156770057
15405,7475.161483491679
15406,8218.196004828584
15407,5932.854323526762
15408,7617.273090045643
15409,5835.790871305065
15410,5893.153559665265
15411,8287.544117994166
15412,6554.207723100914
15413,6781.1432242528435
15414,5776.979366074887
15415,6127.23224038764
15416,6950.409185360509
15417,5883.2875509931455
15418,7551.065904602268
15419,4446.355158956832
15420,3940.94251436848
15421,6317.144043500978
15422,3632.8634838649095
15423,6591.63822584675
15424,6552.106396438041
15425,7004.2004269583895
15426,3755.226751392499
15427,7651.96277804861
15428,6389.398999351395
15429,7401.934058685269
15430,6993.533743034873
15431,5567.84518156097
15432,5299.176873585523
15433,4726.12690092685
15434,8349.337042856567
15435,4130.522484798342
15436,4773.935331367923
15437,4975.5686630158925
15438,5604.9204672741325
15439,6975.877550036647
15440,5656.88080462772
15441,6651.482384216508
15442,5563.7403200957115
15443,4641.368891836158
15444,5651.932416746348
15445,3454.041290952222
15446,6491.820362965441
15447,6570.590729292032
15448,7846.100372563158
15449,8239.794240261199
15450,7137.088560554419
15451,5412.529371873359
15452,4415.629820255394
15453,7394.037707559964
15454,6113.3556533193605
15455,8314.68018646886
15456,6549.8953564408475
15457,6666.953011922769
15458,5575.01906635257
15459,6256.243434114792
15460,5653.854294328877
15461,4874.283734136016
15462,5327.202522151974
15463,6728.88814447765
15464,6366.189941389386
15465,6781.1146472235505
15466,7338.839879686588
15467,7249.502131313128
15468,3474.7096661673936
15469,2808.5746784993466
15470,7380.790579732577
15471,7275.23996705222
15472,7199.223203595368
15473,5390.135175610456
15474,6663.584351850241
15475,5184.007300420656
15476,5340.657663894582
15477,5661.301774279769
15478,4720.114219781713
15479,7294.473919829052
15480,6714.8752604683705
15481,6491.313872032457
15482,6727.575962564378
15483,6945.186077972935
15484,6428.964409168506
15485,7359.690049925202
15486,6342.461962840175
15487,7814.254552602797
15488,6764.88276700299
15489,5544.036319053772
15490,6529.8653788187585
15491,6589.240561344389
15492,5740.277162395344
15493,7358.988539618355
15494,6412.680260580262
15495,7031.338881330979
15496,6831.149371943496
15497,4700.488783771967
15498,6804.429320588169
15499,6870.399676311023
15500,7478.443111721675
15501,5544.0124092011365
15502,7580.237160146915
15503,7399.746110814239
15504,6311.214238886735
15505,6327.1623661082185
15506,4326.924866977401
15507,4533.87856978132
15508,6389.896721837401
15509,3861.1589111587414
15510,5200.617987805582
15511,6472.542411036918
15512,5323.645759476116
15513,6817.910555715166
15514,8138.384435278305
15515,6451.385219071472
15516,5151.265014559988
15517,8077.762951354938
15518,7206.69687752668
15519,7027.970779316532
15520,5632.849962857359
15521,6501.990698753126
15522,6356.872555886783
15523,6782.200552623288
15524,7147.846001353413
15525,5381.949796515808
15526,5550.312080091112
15527,4291.968644112971
15528,3625.35461716795
15529,7329.924684586399
15530,6619.735520354774
15531,6622.461305493672
15532,7181.004699910187
15533,4691.685552545411
15534,8003.92806024367
15535,3753.895422195705
15536,6658.639890651704
15537,5481.639806248702
15538,6477.254032050209
15539,7471.742904956915
15540,6323.4781991887985
15541,6541.254182420274
15542,7364.083113121129
15543,7216.962099239642
15544,4592.794669456294
15545,4840.32016529249
15546,7707.957004369674
15547,5515.196492150213
15548,6081.196029671227
15549,7199.836655526269
15550,6671.793694705783
15551,7198.143234624816
15552,6467.325780079228
15553,4321.885821662395
15554,5662.197526572378
15555,6092.23442593354
15556,6685.848357200585
15557,7082.1999525205565
15558,4037.9973788691664
15559,5640.693154399905
15560,7542.870105784983
15561,5559.014786879265
15562,7572.421163674353
15563,6766.559857199118
15564,4089.0017592990366
15565,6537.8907441551
15566,7110.288060286668
15567,6474.879170159093
15568,3467.850413166647
15569,4341.0600267746995
15570,5577.73464904183
15571,5369.569599269531
15572,4016.832422183266
15573,5815.75728948633
15574,6346.056649421323
15575,6531.611976563081
15576,3961.1229370573824
15577,5839.514079744006
15578,6788.703847316472
15579,3341.5228388825017
15580,7651.466670879902
15581,7250.065244975634
15582,6888.186910248336
15583,3235.885970561151
15584,5419.878172737956
15585,4071.7932745065796
15586,6279.641488984006
15587,8065.051349813184
15588,6565.149142896827
15589,5757.0195130447555
15590,5195.777689855639
15591,6045.066066934498
15592,8083.179880992321
15593,7160.402730749113
15594,6761.153870169459
15595,4355.4281638096945
15596,4597.2333606267375
15597,4937.957583517301
15598,5296.017281102523
15599,5636.150495257648
15600,5459.1014369477925
15601,5898.810137625746
15602,7599.470933245556
15603,4913.588384743192
15604,6428.193290190615
15605,7215.455587001604
15606,7264.917255314069
15607,5769.643330692156
15608,6826.706684021194
15609,7368.808449926026
15610,6663.051122898857
15611,4806.657185742185
15612,5086.275295854431
15613,6491.075809099031
15614,4446.31545945717
15615,6344.51276134503
15616,6282.685540356196
15617,5390.294565888294
15618,6615.749843819536
15619,6842.5233616639
15620,4729.830346623779
15621,4098.015471798254
15622,4218.661435431471
15623,5325.152965881283
15624,5259.326967364656
15625,4207.523230638306
15626,7454.217450475553
15627,5450.272185736193
15628,6101.48766826989
15629,5846.612158900316
15630,5376.443128957383
15631,5651.470115707381
15632,5874.085289130345
15633,4881.136265962413
15634,7182.565933574034
15635,5120.986761801609
15636,7637.279892175536
15637,6003.6272902346345
15638,5736.243406540503
15639,3496.2634398679465
15640,5642.918038033953
15641,7006.892301769588
15642,6728.213380056997
15643,4378.627396797927
15644,6202.355843953544
15645,5512.446008778174
15646,5521.895298412939
15647,7972.269555846136
15648,5705.077772985843
15649,6779.606941093132
15650,8242.270840963838
15651,5629.674848765332
15652,8224.495602735917
15653,5022.387329656778
15654,7046.203147847326
15655,4554.010197414641
15656,7311.428936398786
15657,5435.1160674691455
15658,6631.356816739605
15659,7227.938789615075
15660,7621.003699438614
15661,7356.566612547379
15662,6551.089237525871
15663,7306.447354830174
15664,4349.191621934297
15665,4150.699941632069
15666,4825.331933941831
15667,6910.605941323484
15668,7295.700431733475
15669,5363.981579736397
15670,6560.096223162429
15671,5717.7037505257495
15672,5244.766627459813
15673,7093.938654444839
15674,6346.510450907204
15675,4603.955351365792
15676,5456.554277951829
15677,5358.639842994828
15678,7403.7314338347505
15679,6524.246795833328
15680,4568.456079921901
15681,7406.864290068877
15682,6431.1869357090645
15683,5800.218365393308
15684,6500.956488642517
15685,6649.191378827194
15686,7806.156853449047
15687,5616.033208101727
15688,7397.16505309449
15689,7268.4275580510675
15690,6710.289032765136
15691,6416.1120784228515
15692,5311.006642538822
15693,6694.865423201051
15694,6514.471025337225
15695,6193.4474120592095
15696,7268.027413066211
15697,5434.847000333068
15698,7320.698505257259
15699,5500.096781997208
15700,7195.202312053202
15701,4044.919089158531
15702,4569.6135930174905
15703,3129.9757145069525
15704,4241.63630021266
15705,6051.941906477601
15706,6521.465557924541
15707,5992.589492938299
15708,6313.582845425403
15709,6976.699695890884
15710,6969.003095828988
15711,6319.807965253124
15712,7232.072257919289
15713,5484.137747357753
15714,4018.3718890892455
15715,5439.786579287239
15716,6482.889254689652
15717,5376.386559218484
15718,5404.512015261297
15719,6201.56060325107
15720,6470.817979958313
15721,5400.224300152427
15722,6762.032420479599
15723,6586.226228008414
15724,5138.005266452383
15725,5507.813999901426
15726,6930.374260685879
15727,7278.038203731042
15728,4886.814651746747
15729,5507.704305020172
15730,4759.269274252913
15731,5026.344728143399
15732,7407.049907198551
15733,6457.445219291144
15734,7313.4559868881615
15735,5200.617668992222
15736,6774.544810258457
15737,6801.390265393018
15738,3500.1055002495677
15739,3806.5448826962133
15740,7302.355847079517
15741,5834.797704008448
15742,6055.969348433407
15743,4390.88844199258
15744,6592.862897159147
15745,7953.015229479109
15746,6451.473841661174
15747,5391.161149845579
15748,7264.199046622492
15749,5689.228995941887
15750,6284.683545756353
15751,5430.0679471630665
15752,6448.005786003576
15753,6494.6784635976865
15754,5961.520411388665
15755,5724.088444841503
15756,6739.386111433977
15757,5612.761553015098
15758,5635.78842358177
15759,5532.680597444564
15760,5472.5438862614255
15761,5215.21488058635
15762,3406.158347623325
15763,5700.756072342658
15764,8165.707820846203
15765,7077.225513921525
15766,8252.815161971963
15767,5904.556522220196
15768,5480.721354924823
15769,4624.56407933673
15770,4327.951062129778
15771,5420.5763255739985
15772,5897.719911694312
15773,6606.272440013357
15774,3683.4956108899087
15775,6430.106520696615
15776,5777.073071211266
15777,8146.168928792891
15778,6180.897771255912
15779,7663.085626397841
15780,6122.199996603144
15781,6482.693458896763
15782,6617.822560619442
15783,7950.841635427125
15784,7582.159661237863
15785,7955.67831985947
15786,6501.143719969695
15787,6732.367162480958
15788,4465.692097555544
15789,4837.918253234923
15790,5623.905086324667
15791,6426.3843410435675
15792,6801.275711749559
15793,6399.0255984141495
15794,6728.016299156695
15795,6232.350461908044
15796,7689.785781471641
15797,6461.48060224875
15798,4469.87604772096
15799,7095.017560240446
15800,6745.290349085518
15801,5725.069509263475
15802,4903.069261464786
15803,5948.710554057698
15804,7129.409877527845
15805,6461.352569825812
15806,7555.359327862133
15807,4840.621241033256
15808,4609.590156046704
15809,7636.231047156874
15810,5842.976445351122
15811,7694.219205424264
15812,5934.368331896565
15813,5291.221004679089
15814,5851.7457420793335
15815,7260.438333587934
15816,6534.524332006387
15817,3773.4232455445594
15818,7124.360661737888
15819,7230.491674005611
15820,4783.863069873773
15821,7338.065025915852
15822,6166.926601959178
15823,6275.464318990962
15824,5812.521917496697
15825,7281.873233407583
15826,6020.428931247137
15827,5896.4935581937525
15828,4761.86166340278
15829,4560.341322901719
15830,3629.2809253473342
15831,7674.591115813609
15832,4247.920545269613
15833,4432.219085963864
15834,6361.1708802355115
15835,7329.2497926937385
15836,7130.484239506853
15837,3626.4301003753835
15838,7612.796433738117
15839,4584.180315007046
15840,8231.041930856665
15841,3751.5214762421174
15842,6794.548745998617
15843,5922.814483749704
15844,5985.718202338376
15845,5448.1837290490685
15846,6932.4757804609535
15847,7576.113858815094
15848,5813.737109228328
15849,5562.0080876783
15850,7006.694946499949
15851,7240.111964939925
15852,8217.04932468036
15853,7249.8366525240845
15854,5302.260139007154
15855,3801.0108039390743
15856,4244.906677740603
15857,6097.237327818003
15858,5708.180840201118
15859,4888.503002099216
15860,8302.703731537567
15861,5899.722390869045
15862,6277.650300589113
15863,7801.3257101274785
15864,5400.4265351492495
15865,7657.519013676448
15866,6579.76982200106
15867,5586.244664608367
15868,7871.1379741555875
15869,5085.939734162608
15870,7571.689818823471
15871,5734.556197134158
15872,7562.356088248434
15873,8257.785396289886
15874,8177.861872277813
15875,7518.280259280872
15876,6371.205020305751
15877,6266.007607514936
15878,8110.651017211644
15879,7367.474241126392
15880,8167.424103256218
15881,4528.8779954304555
15882,7391.323361080267
15883,6523.083743018163
15884,6492.249166789599
15885,5635.822343968153
15886,4865.0007439337205
15887,6827.277208507131
15888,4571.512660863947
15889,6889.713446504392
15890,6130.706968269
15891,6088.714599501559
15892,4493.786451308668
15893,5739.219047424929
15894,4967.438324399731
15895,5823.652039610356
15896,6501.180001349273
15897,6501.417660998921
15898,5241.372892439812
15899,7357.4640829737145
15900,5854.875209081532
15901,6855.67997186672
15902,5443.325887141611
15903,6205.5269271456555
15904,5620.038814757857
15905,8281.803393062979
15906,6581.57966367138
15907,7202.367840613162
15908,5647.07642287164
15909,5529.810938505575
15910,5879.671860489499
15911,6449.785585962478
15912,6696.772654185673
15913,7171.931680332283
15914,5587.74753764917
15915,6538.942571265215
15916,5045.861682901623
15917,5524.318060826094
15918,4314.9231124866365
15919,6996.486108624451
15920,5676.518873300658
15921,5704.969428099081
15922,7326.344954319114
15923,4873.812510966363
15924,5269.9784915113405
15925,7285.335113504541
15926,6696.707643399662
15927,3693.2462298805353
15928,5495.206040784261
15929,6301.985902068679
15930,6924.284869018593
15931,6775.376614043878
15932,3533.260711506082
15933,4822.9983628980635
15934,6290.86669574054
15935,6032.631375830988
15936,3740.583775207094
15937,6810.415961598255
15938,6612.549702365711
15939,6962.29589892846
15940,5719.686692729619
15941,6579.690873150352
15942,7923.746123671716
15943,7903.159680450501
15944,4900.175116862126
15945,5426.356230816519
15946,6062.1629796595935
15947,4339.046157698481
15948,4516.95153052698
15949,3015.184164444049
15950,8260.093253000352
15951,5709.624472561685
15952,6022.19137318013
15953,5347.087428943309
15954,7123.461257413766
15955,6240.414728994601
15956,6196.3275912388835
15957,6530.245499232406
15958,6783.7861922549355
15959,6362.748551597087
15960,6770.908413928643
15961,5377.228565125025
15962,5020.012931736158
15963,7408.3657200781745
15964,5880.0244094226355
15965,6319.187596146375
15966,3127.319521854938
15967,6142.674693743556
15968,6251.539219010656
15969,4305.861352237095
15970,6476.0524387802
15971,5840.898958387693
15972,6234.570661480459
15973,6243.317948242272
