id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
19219,0.3709274232387543,0.0018412139033898711,0.0012971179094165564,6.420926365535706e-05,0.05798010155558586,0.3103340268135071,0.8902364373207092
19220,0.21435965597629547,0.03269295394420624,0.007672251667827368,0.0001194405704154633,0.26765257120132446,0.25533902645111084,0.9165328145027161
19221,0.007455169223248959,0.04134443402290344,0.029811233282089233,0.0035178042016923428,0.004545069299638271,0.2944478392601013,0.8894228339195251
19222,0.16523052752017975,0.008174467831850052,0.0001132498582592234,0.004389303270727396,0.014346275478601456,0.4644528031349182,0.8773889541625977
19223,0.002364119980484247,0.0009413681691512465,0.0004334072582423687,0.001428326009772718,0.007263601291924715,0.6462705135345459,0.008173830807209015
19224,0.07655955106019974,0.2564685046672821,0.002855256199836731,0.0009113532141782343,0.014410091564059258,0.3662302792072296,0.8158594965934753
19225,0.3654664158821106,0.020836597308516502,0.0014749499969184399,7.402648770948872e-05,0.06073535233736038,0.13387829065322876,0.8907635807991028
19226,0.025202300399541855,0.22867318987846375,0.003903962904587388,0.004298115614801645,0.024726588279008865,0.24399176239967346,0.8939064145088196
19227,0.000912911375053227,0.178095281124115,0.275163859128952,0.0030866838060319424,0.0067690471187233925,0.22232374548912048,0.7750956416130066
19228,0.4034396708011627,0.03295278549194336,0.0003052659158129245,6.0291815316304564e-05,0.003186033573001623,0.32264307141304016,0.939879298210144
19229,0.001171745010651648,0.023109417408704758,0.00027951912488788366,0.0018362008268013597,0.022248202934861183,0.3506155014038086,0.8578383326530457
19230,0.0007711593061685562,0.0009471060475334525,0.9614688158035278,6.60812875139527e-05,0.0003022529708687216,0.0011285984655842185,0.002888208720833063
19231,0.0008172885281965137,0.0008656912832520902,0.9621223211288452,6.715539348078892e-05,0.0003062835312448442,0.0012364406138658524,0.0035488069988787174
19232,0.12089370936155319,0.0059599438682198524,0.0005010690074414015,7.392965198960155e-05,0.013854837976396084,0.16375723481178284,0.9188234210014343
19233,0.0016493514413014054,0.023316027596592903,0.0005543489824049175,0.0043780868873000145,0.008801231160759926,0.4324544072151184,0.891757071018219
19234,0.0010126386769115925,0.014497735537588596,0.00031330689671449363,0.0017938760574907064,0.009953513741493225,0.45230183005332947,0.8893575668334961
19235,0.059163108468055725,0.004305150359869003,0.0002244500064989552,0.00010370007657911628,0.00464258249849081,0.7219175696372986,0.004664011299610138
19236,0.06841155141592026,0.03788536414504051,0.020713364705443382,0.0003360477276146412,0.10441626608371735,0.2902337312698364,0.77228182554245
19237,0.15380454063415527,0.009505799040198326,0.00021412612113635987,0.00017713491979520768,0.0022689918987452984,0.7739477753639221,0.005430710967630148
19238,0.0009240866056643426,0.38022246956825256,0.0003673542523756623,0.0010387407382950187,0.004326225258409977,0.3994046449661255,0.9138943552970886
19239,0.0008658521110191941,0.0007337304414249957,0.9098855257034302,7.75165026425384e-05,0.00027432647766545415,0.0018130176467821002,0.006018974352627993
19240,0.1257438063621521,0.0010429745307192206,0.0011433415347710252,0.0011205035261809826,0.03736449033021927,0.24411511421203613,0.9077686071395874
19241,0.005995918996632099,0.00804905965924263,0.0006850191857665777,0.00026280066231265664,0.019711904227733612,0.4737147390842438,0.9086970090866089
19242,0.0019930603448301554,0.0007282220758497715,0.9605906009674072,6.830954953329638e-05,0.0003672442398965359,0.000686199520714581,0.016551556065678596
19243,0.12011470645666122,0.5039199590682983,0.009108684957027435,0.000118158663099166,0.002142057754099369,0.017713984474539757,0.020531369373202324
19244,0.0008150423527695239,0.0006959791062399745,0.9679620265960693,6.80777447996661e-05,0.00032446306431666017,0.0010542175732553005,0.0023463056422770023
19245,0.1631622314453125,0.0074452925473451614,0.00037000648444518447,6.57467171549797e-05,0.009769575670361519,0.2562449872493744,0.8769910335540771
19246,0.28382745385169983,0.06567840278148651,0.0024540135636925697,0.0004177985538262874,0.02413971908390522,0.3282783031463623,0.8927367329597473
19247,0.02114834263920784,0.34121930599212646,0.03399228677153587,0.00011419311340432614,0.006393576506525278,0.4081529974937439,0.8497098684310913
19248,0.011945899575948715,0.0065692272037267685,0.8035731911659241,9.354358189739287e-05,0.0003769315662793815,0.0021005654707551003,0.0036708249244838953
19249,0.022718751803040504,0.013453729450702667,0.00015861904830671847,0.00020930948085151613,0.0021116372663527727,0.49041157960891724,0.8762460947036743
19250,0.0041762120090425014,0.0026936051435768604,0.0016713864170014858,0.6362214684486389,0.004205703269690275,0.007387953344732523,0.013299337588250637
19251,0.10134705901145935,0.0008451773319393396,0.0001705265894997865,0.00022990003344602883,0.0048142713494598866,0.667091429233551,0.005964233074337244
19252,0.015525943599641323,0.18653783202171326,0.000492539256811142,0.00016303741722367704,0.0021940898150205612,0.6126549243927002,0.011656648479402065
19253,0.019050758332014084,0.0008284514769911766,0.5683267712593079,0.0010167172877117991,0.0009843783918768167,0.012814505957067013,0.006910912226885557
19254,0.0010403119958937168,0.0288251880556345,0.0003267718420829624,0.0026735402643680573,0.013270056806504726,0.39286428689956665,0.9424525499343872
